"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL264833";"";"None";"611.71";"1";"4.25";"50";"N#Cc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"11.89";"0.23";"3.03";"4.49";"0";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"53.0"
"CHEMBL223067";"";"None";"292.29";"0";"4.21";"8b";"COc1ccc(-c2cc(=O)c3cc4ccoc4cc3o2)cc1";"IC50";"'='";"68800.0";"nM";"4.16";"";"";"UO_0000065";"14.24";"0.26";"-0.05";"7.92";"0";"CHEMBL918283";"Inhibition of PTP1B in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144560";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"68.8"
"CHEMBL388814";"";"None";"262.26";"0";"4.21";"8a";"O=c1cc(-c2ccccc2)oc2cc3occc3cc12";"IC50";"'='";"61300.0";"nM";"4.21";"";"";"UO_0000065";"16.06";"0.29";"0.00";"9.72";"0";"CHEMBL918283";"Inhibition of PTP1B in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144560";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"61.3"
"CHEMBL4089985";"";"None";"372.51";"1";"6.12";"3a";"CC(=O)O[C@@H](C/C(C)=C/CCc1ccoc1)C[C@@H](C)CCCc1ccoc1";"IC50";"'='";"9200.0";"nM";"5.04";"";"";"UO_0000065";"13.52";"0.25";"-1.08";"9.58";"0";"CHEMBL3997391";"Inhibition of recombinant human PTP1B (1 to 322 residues) expressed in Escherichia coli using pNPP as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"9.2"
"CHEMBL4088099";"";"None";"420.46";"1";"5.27";"23";"CC(C)=CCc1c(O)cc2occ(-c3cc(O)c4c(c3)C=CC(C)(C)O4)c(=O)c2c1O";"IC50";"'='";"1480.0";"nM";"5.83";"";"";"UO_0000065";"13.87";"0.26";"0.56";"5.82";"0";"CHEMBL4035962";"Inhibition of recombinant human PTP1B using p-nitrophenyl phosphate as substrate after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033705";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1.48"
"CHEMBL3810262";"";"None";"422.48";"1";"5.30";"35";"CC(C)=CCc1c(O)ccc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)c1O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"14.91";"0.28";"1.00";"5.67";"0";"CHEMBL4035962";"Inhibition of recombinant human PTP1B using p-nitrophenyl phosphate as substrate after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033705";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.5"
"CHEMBL372973";"";"None";"541.47";"1";"3.77";"4";"O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"11.49";"0.24";"2.45";"4.40";"0";"CHEMBL880579";"Inhibitory activity against protein tyrosine phosphatase 1B using O-methyl fluorescein monophosphate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.6"
"CHEMBL4094529";"";"None";"435.42";"1";"5.48";"5o";"COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c1OC";"IC50";"'='";"14790.0";"nM";"4.83";"";"";"UO_0000065";"11.09";"0.22";"-0.65";"7.47";"0";"CHEMBL4036403";"Inhibition of recombinant PTP1B (unknown origin) using pNPP substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033727";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"14.79"
"CHEMBL4090200";"";"None";"514.32";"2";"6.24";"5k";"COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3Br)cc2)c1OC";"IC50";"'='";"16520.0";"nM";"4.78";"";"";"UO_0000065";"9.30";"0.21";"-1.46";"7.40";"0";"CHEMBL4036403";"Inhibition of recombinant PTP1B (unknown origin) using pNPP substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033727";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"16.52"
"CHEMBL4074642";"";"None";"511.31";"2";"5.21";"5d";"COC(=O)c1scc(-c2ccc(NC(=O)c3cc(I)ccc3F)cc2)c1OC";"IC50";"'='";"20560.0";"nM";"4.69";"";"";"UO_0000065";"9.17";"0.23";"-0.52";"7.25";"0";"CHEMBL4036403";"Inhibition of recombinant PTP1B (unknown origin) using pNPP substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033727";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"20.56"
"CHEMBL9473";"";"None";"732.59";"2";"7.24";"17";"O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nc(-c3ccccc3)cs2)n2nnc3ccccc32)cc1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"10.54";"0.22";"0.48";"4.87";"0";"CHEMBL768525";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) was determined in fluorescein diphosphate (FDP) assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.019"
"CHEMBL9473";"";"None";"732.59";"2";"7.24";"17";"O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nc(-c3ccccc3)cs2)n2nnc3ccccc32)cc1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"9.17";"0.19";"-0.52";"4.24";"0";"CHEMBL768523";"Inhibitory activity against Protein tyrosine phosphatase 1B (PTP1B) over-expressed in intact Sf9 cell assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308860";"";"";"";"0.19"
"CHEMBL268526";"";"None";"740.64";"2";"7.21";"20";"Cc1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"10.69";"0.21";"0.71";"4.99";"0";"CHEMBL768525";"Inhibitory activity against protein tyrosine phosphatase 1B (PTP1B) was determined in fluorescein diphosphate (FDP) assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146670";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.012"
"CHEMBL229299";"CARBOXYNAPHTHOL";"None";"188.18";"0";"2.24";"1q";"O=C(O)c1ccc2ccccc2c1O";"IC50";"'='";"850000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL905766";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143766";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"850.0"
"CHEMBL229238";"";"None";"236.22";"0";"1.75";"1l";"O=Cc1cc(C(=O)O)c(O)c(C2CCCO2)c1";"IC50";"'='";"380000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL905766";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143766";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"380.0"
"CHEMBL229789";"";"None";"338.40";"0";"4.62";"4";"COc1ccc(C2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"14.13";"0.26";"0.16";"8.58";"0";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"16.5"
"CHEMBL1811970";"ERYTHRIBYSSIN I";"None";"340.38";"0";"3.17";"12, Erythribyssin I";"CC1(C)Oc2ccc([C@@H]3CC(=O)c4ccc(O)cc4O3)cc2CC1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1816250";"Inhibition of human recombinant PTP1B assessed as p-nitorphenol production after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811863";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"100.0"
"CHEMBL324669";"";"None";"496.60";"1";"7.12";"8cc";"CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(-c2ccccc2)cc1";"IC50";"'='";"77000.0";"nM";"4.11";"";"";"UO_0000065";"8.28";"0.17";"-3.01";"6.96";"0";"CHEMBL770121";"In vitro inhibitory activity against human recombinant Protein-tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134159";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"77.0"
"CHEMBL248942";"";"None";"596.00";"2";"6.95";"21";"Cc1nc(-c2ccc(Cl)cc2)sc1CCOc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccc(F)cc1";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"7.78";"0.16";"-2.31";"5.22";"0";"CHEMBL925644";"Inhibition of PTP1B expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140554";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";"23.0"
"CHEMBL414133";"";"None";"554.97";"2";"5.79";"14";"COCn1cc(C(O)(C(=O)O)C(F)(F)F)c2cc(OCCc3sc(-c4ccc(Cl)cc4)nc3C)ccc21";"IC50";"'='";"59000.0";"nM";"4.23";"";"";"UO_0000065";"7.62";"0.16";"-1.56";"4.51";"0";"CHEMBL925644";"Inhibition of PTP1B expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140554";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";"59.0"
"CHEMBL2424687";"";"None";"252.28";"0";"1.51";"36";"N#CC1=C(N)N(c2ccccc2)N=C2COCC=C21";"IC50";"'='";"349.95";"nM";"6.46";"";"";"UO_0000065";"25.59";"0.46";"4.95";"8.65";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"6.456"
"CHEMBL2424683";"";"None";"348.33";"0";"3.31";"31";"CC1(C)C=C2C(=NN(c3ccccc3C(F)(F)F)C(N)=C2C#N)CO1";"IC50";"'='";"3899.42";"nM";"5.41";"";"";"UO_0000065";"15.53";"0.30";"2.10";"7.25";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"5.409"
"CHEMBL2424715";"";"None";"310.36";"0";"1.78";"29";"CC1(C)C=C2C(=NN(c3ccccc3CO)C(N)=C2C#N)CO1";"IC50";"'='";"11091.75";"nM";"4.96";"";"";"UO_0000065";"15.97";"0.29";"3.17";"5.22";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"4.955"
"CHEMBL2424698";"";"None";"298.32";"0";"2.43";"12";"CC1(C)C=C2C(=NN(c3ccc(F)cc3)C(N)=C2C#N)CO1";"IC50";"'='";"4897.79";"nM";"5.31";"";"";"UO_0000065";"17.80";"0.33";"2.88";"7.11";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"5.31"
"CHEMBL2424695";"";"None";"322.41";"0";"3.42";"9";"CC(C)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1";"IC50";"'='";"8203.52";"nM";"5.09";"";"";"UO_0000065";"15.77";"0.29";"1.67";"6.81";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"5.086"
"CHEMBL2424661";"";"None";"268.35";"0";"2.23";"7";"N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21";"IC50";"'='";"1099.01";"nM";"5.96";"";"";"UO_0000065";"22.21";"0.43";"3.73";"9.11";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"5.959"
"CHEMBL2424685";"";"None";"324.38";"0";"2.69";"33";"CCOc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"16.94";"0.31";"2.80";"6.55";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"3.2"
"CHEMBL2424684";"";"None";"348.33";"0";"3.31";"32";"CC1(C)C=C2C(=NN(c3cccc(C(F)(F)F)c3)C(N)=C2C#N)CO1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"15.94";"0.30";"2.24";"7.44";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"2.8"
"CHEMBL2424713";"";"None";"308.39";"0";"2.85";"27";"CCc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1";"IC50";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"16.49";"0.30";"2.24";"6.81";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"8.2"
"CHEMBL2424707";"";"None";"372.43";"0";"4.08";"21";"CC1(C)C=C2C(=NN(c3cccc(Oc4ccccc4)c3)C(N)=C2C#N)CO1";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"14.52";"0.26";"1.33";"6.45";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"3.9"
"CHEMBL2424702";"";"None";"310.36";"0";"2.30";"16";"COc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"18.23";"0.34";"3.36";"6.75";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"2.2"
"CHEMBL2424693";"";"None";"298.37";"0";"2.24";"6";"COc1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"19.73";"0.38";"3.65";"7.89";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"1.3"
"CHEMBL2424694";"";"None";"365.44";"0";"2.13";"8";"CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"15.15";"0.28";"3.41";"6.36";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"2.9"
"CHEMBL2424690";"";"None";"310.43";"0";"3.35";"3";"CC(C)c1ccccc1N1N=C2CSCC=C2C(C#N)=C1N";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"18.36";"0.35";"2.35";"8.71";"0";"CHEMBL2428823";"Non-competitive reversible inhibition of human PTP1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424609";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"2.0"
"CHEMBL564124";"";"None";"381.52";"0";"3.87";"V";"O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2";"IC50";"'='";"51.63";"nM";"7.29";"";"";"UO_0000065";"19.10";"0.40";"3.42";"9.64";"1";"CHEMBL1248462";"Inhibition of human recombinant PTP1B after 30 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240470";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"51.63"
"CHEMBL320953";"";"None";"528.62";"2";"7.86";"8u";"CCCc1sc(NS(=O)(=O)/C=C/c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccccc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765608";"In vitro inhibitory activity against human recombinant PTP1B phosphatase enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134159";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"100.0"
"CHEMBL314229";"";"None";"216.24";"0";"2.73";"3";"CC(C)c1ccc2occ(C=O)c(=O)c2c1";"IC50";"'='";"22000.0";"nM";"4.66";"";"";"UO_0000065";"21.54";"0.40";"1.93";"9.85";"0";"CHEMBL772437";"Inhibition of human Protein-tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136136";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"22.0"
"CHEMBL3322831";"";"None";"432.46";"1";"5.47";"4c";"Cc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4)cc3)s2)cc1";"IC50";"'='";"8.26";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3375102";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"8.26"
"CHEMBL3322848";"";"None";"493.46";"1";"5.07";"5d";"COc1cccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)c1";"IC50";"'='";"5.33";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3375102";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"5.33"
"CHEMBL3322849";"";"None";"493.46";"1";"5.07";"5e";"COc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)cc1";"IC50";"'='";"3.75";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3375102";"Inhibition of PTP1B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL335";"Tyrosine-protein phosphatase non-receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"3.75"
